id,neuron_id,neurite_id,reference_id,frag_id,evi_id
1519,4036,471,800234,24826,24827
1520,4036,405,800234,24826,24827
1521,4036,470,800234,24826,24827
1522,4036,404,800234,24826,24827
1523,4036,469,800234,24826,24827
1524,4036,403,800234,24826,24827
1525,4036,468,800234,24826,24827
1526,4036,484,800236,24849,24850
1527,4036,418,800236,24849,24850
1528,4036,471,800236,24849,24850
1529,4036,405,800236,24849,24850
1530,4036,470,800236,24849,24850
1531,4036,404,800236,24849,24850
1532,4036,469,800236,24849,24850
1533,4036,403,800236,24849,24850
1534,4036,468,800236,24849,24850
1535,4078,484,800238,24872,24873
1536,4078,418,800238,24872,24873
1537,4078,471,800238,24872,24873
1538,4078,405,800238,24872,24873
1539,4078,470,800238,24872,24873
1540,4078,404,800238,24872,24873
1541,4078,469,800238,24872,24873
1542,4078,403,800238,24872,24873
1543,4078,468,800238,24872,24873
1544,4078,484,800240,24895,24896
1545,4078,418,800240,24895,24896
1546,4078,471,800240,24895,24896
1547,4078,405,800240,24895,24896
1548,4078,470,800240,24895,24896
1549,4078,404,800240,24895,24896
1550,4078,469,800240,24895,24896
1551,4078,403,800240,24895,24896
1552,4078,468,800240,24895,24896
1553,4078,484,800242,24918,24919
1554,4078,418,800242,24918,24919
1555,4078,471,800242,24918,24919
1556,4078,405,800242,24918,24919
1557,4078,470,800242,24918,24919
1558,4078,404,800242,24918,24919
1559,4078,469,800242,24918,24919
