"evidence_ID","neurite_ID","type_ID","original_id","fragment_id","Article_id","priority","conflict_note","unvetted","linking_quote","interpretation_notes","property_type_explanation","pc_flag","soma_pcl_flag","ax_de_pcl_flag","perisomatic_targeting_flag","supplemental_pmids"
226,0,4000,0,226,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
227,0,4000,0,227,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
228,0,4000,0,228,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
229,0,4000,0,229,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
230,0,4000,0,230,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
231,0,4000,0,231,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
232,0,4000,0,232,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
233,0,4000,0,233,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
234,0,4000,0,234,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
235,0,4000,0,235,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
236,0,4000,0,236,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
237,0,4000,0,237,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
238,0,4000,0,238,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
239,0,4000,0,239,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
240,0,4000,0,240,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
241,0,4000,0,241,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
242,0,4000,0,242,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
243,0,4098,0,243,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
244,0,4098,0,244,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
245,0,4098,0,245,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
246,0,4098,0,246,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
247,0,4098,0,247,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
248,0,4098,0,248,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
249,0,4098,0,249,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
250,0,4098,0,250,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
251,0,4098,0,251,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
252,0,4098,0,252,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
253,0,4098,0,253,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
254,0,4098,0,254,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
255,0,4098,0,255,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
256,0,4098,0,256,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
257,0,4098,0,257,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
258,0,4098,0,258,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
259,0,4098,0,259,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
260,0,4098,0,260,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
261,0,4098,0,261,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
262,0,4098,0,262,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
263,0,4098,0,263,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
264,0,4098,0,264,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
265,0,4098,0,265,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
266,0,4098,0,266,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
267,0,4098,0,267,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
268,0,4098,0,268,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
